fucI	fucR	fucP	fucK	fucO	fucU	fucA	crp	hofM	glpE	hofC	sohB	hofN	yhfA	ilvN	dksA	speC	hofP	azuC	trxA	hofO	ompA	glgC	glpG	mpl	ivbL	sfsA	yeiA	ppdD	ubiG	spf	hofB	glgS	ilvB	glgP	cpdB	agp	cyaA	cstA	cyaR	ykgR	glgA	xseA	yeiT	grpE	ychH	gntP	uxuR	uidB	uxuA	uidA	uxuB	exuR	uxaB	exuT	uxaA	uxaC	uidC	uidR	uhpT	uhpA	lsrF	lsrR	lsrK	lsrB	lsrG	lsrD	lsrA	tam	lsrC	murP	malM	malT	malK	lamB	malG	malS	malE	malF	dgsA	ynfK	ptsH	crr	ptsI	manX	manZ	manY	fruR	nagC	nagD	pgk	gapA	fbaA	epd	nagB	nagE	chbB	chbR	chbC	chbA	chbG	chbF	nanM	nanC	nagA	acnB	acnA	mtlD	mtlR	mtlA	galP	ptsG	aceK	aceB	iclR	aceA	nanR	nanA	nanE	nanT	nanK	yhcH	fimB	cysG	nirC	nirB	nirD	glmU	fruB	pck	fruA	ppsA	pfkA	eno	glmS	fruK	glk	malZ	yahA	pykF	galS	mglB	galR	mglC	mglA	galM	galE	galK	hupB	galT	hupA	pgm	seqA	tyrP	mtr	prpD	prpR	prpC	prpB	prpE	tnaC	rhaB	rhaS	rhaA	rhaD	rhaR	rhaT	entE	araA	agaV	ascF	ascG	ascB	htpG	gntT	icd	aldB	entA	putP	gntX	dsdX	dadA	aroA	ugpC	melB	melR	melA	putA	mhpC	kbaZ	agaR	agaC	agaS	agaD	kbaY	agaI	agaB	glpF	cirA	ugpQ
0.7580114	0.7066006	0.5824899	0.5658737	0.1411761	0.4597318	0.6198509	0.4261242	0.6623261	0.5259060	0.2405602	0.1398669	0.6579593	0.1094096	0.5815596	0.4923825	0.3342857	0.7730084	0.5068640	0.2715834	0.5958073	0.9061912	0.5924092	0.1474288	0.3227875	0.4505338	0.4948451	0.6361679	0.5258056	0.2974401	0.1261074	0.5608617	0.5328026	0.2365922	0.3299810	0.0923563	0.5427612	0.4418407	0.6199849	0.5929547	0.4925541	0.3993538	0.2663685	0.8451990	0.2436223	0.2828246	0.4472936	0.4757549	0.1483542	0.3591869	0.4497262	0.3578175	0.4136057	0.1063947	0.5847218	0.1124248	0.5312160	0.2968675	0.7082444	0.0369019	0.6293122	0.5876099	0.7409041	0.5030891	0.2263335	0.3365359	0.0406471	0.1932173	0.2863600	0.2788291	0.5580318	0.5454788	0.3060086	0.7979933	0.6484422	0.7981576	0.6182304	0.5269239	0.6255847	0.5607787	0.1037341	0.5866298	0.4433707	0.2578953	0.0460963	0.0972944	0.0434842	0.6249909	0.5309605	0.0460365	0.3938022	0.0858040	0.2605344	0.5779698	0.0750242	0.2245482	0.0434356	0.4828582	0.0447771	0.2778766	0.4206537	0.3732269	0.4277695	0.3481932	0.8825763	0.3593078	0.5751049	0.2343664	0.4467191	0.1118761	0.4258384	0.1553194	0.4021522	0.2693519	0.6640486	0.5846378	0.8179957	0.4926736	0.1138579	0.1450161	0.5438366	0.1833588	0.4323033	0.1617486	0.0733671	0.1435958	0.0770798	0.5307298	0.0977954	0.4535069	0.1008305	0.3921006	0.0118337	0.2253726	0.0197555	0.1284704	0.1322019	0.3989407	0.3967340	0.2322851	0.1200285	0.5788274	0.5948153	0.6088573	0.5984751	0.0839148	0.3679981	0.5394785	0.6080484	0.0270987	0.2950445	0.0112508	0.0471381	0.0108923	0.5955239	0.7941274	0.4073736	0.4569316	0.3143509	0.4670503	0.2053086	0.5343849	0.4702396	0.5916460	0.6259581	0.5965557	0.6286976	0.5691216	0.5512509	0.0917910	0.3454163	0.5734277	0.5524865	0.3951723	0.1568128	0.5844847	0.5396698	0.6419097	0.6083067	0.3585105	0.5246847	0.2970970	0.3506279	0.4080214	0.5385774	0.3827890	0.5923521	0.6512404	0.5153713	0.3582272	0.5104427	0.2587696	0.3375765	0.3699330	0.1570588	0.0513870	0.1469006	0.3218603	0.2366935	0.4548537
0.7112873	0.6444311	0.5283853	0.7063525	0.3044060	0.4429477	0.7675684	0.6644732	0.7866047	0.7261458	0.3706281	0.0172614	0.5781916	0.0035526	0.7045464	0.5454095	0.1712874	0.7275792	0.3231172	0.1292292	0.4240038	0.6521805	0.6752650	0.4286834	0.4861501	0.5900837	0.5560717	0.6662335	0.7165170	0.5074720	0.1047595	0.6972115	0.5853880	0.4845331	0.5226947	0.4650869	0.6584289	0.4324461	0.6540640	0.7057167	0.6571958	0.6050243	0.2049668	0.7473619	0.6195203	0.6133926	0.3776237	0.2742049	0.6905233	0.4010087	0.7720981	0.1433449	0.5768199	0.1378136	0.7104487	0.5121446	0.6413966	0.7346937	0.3951127	0.4151298	0.6763320	0.5257055	0.6789609	0.7645517	0.2899326	0.3692060	0.0796849	0.2801875	0.4109200	0.7225632	0.6070750	0.3779835	0.2026579	0.6855055	0.6877257	0.8290373	0.6915096	0.4810105	0.7102170	0.6657426	0.0363044	0.2558715	0.0543901	0.0170310	0.0389005	0.0177804	0.0292889	0.6334177	0.4800952	0.0011987	0.7646531	0.5866362	0.4656870	0.7000538	0.2004662	0.4569145	0.0282249	0.4031980	0.4431605	0.2959446	0.6979947	0.0981128	0.3468872	0.4489498	0.7071549	0.2098100	0.8993596	0.4984550	0.5993888	0.0253950	0.1912699	0.4319156	0.6323074	0.1796954	0.7850977	0.7409128	0.5911573	0.5966869	0.7374740	0.0198080	0.4860461	0.6037189	0.2995388	0.0576353	0.0502247	0.0698985	0.0698610	0.4512757	0.0899149	0.6281629	0.0696633	0.5166739	0.0052147	0.2508761	0.0079301	0.0051073	0.0616281	0.0389594	0.2248132	0.1352744	0.3269490	0.5530606	0.0954115	0.6626395	0.5163714	0.0174089	0.2535378	0.0593400	0.7547435	0.1187978	0.5641886	0.0102362	0.0000205	0.0156586	0.4635443	0.6804884	0.4749662	0.3611977	0.4768415	0.3541409	0.6698352	0.4806643	0.6936417	0.6514607	0.5272578	0.6516526	0.5012078	0.6688943	0.7333588	0.0654894	0.4581537	0.4808894	0.5584941	0.4967163	0.3433629	0.7005256	0.6329362	0.7788782	0.1406570	0.4449016	0.6472593	0.4129289	0.2384551	0.5647694	0.7453356	0.4904213	0.7187005	0.6466193	0.5347352	0.2785439	0.7461696	0.1657831	0.2225694	0.2508953	0.3224196	0.0194752	0.0893388	0.5053766	0.3191005	0.6184928
0.7291441	0.7386884	0.5950738	0.7143810	0.3327360	0.5121580	0.6438584	0.7332376	0.7305033	0.7255835	0.3954253	0.0130910	0.7445988	0.0139971	0.6248274	0.6570603	0.0449648	0.6533562	0.3026624	0.1320248	0.4896081	0.6626660	0.7700349	0.5906112	0.4603761	0.5039755	0.6640998	0.6692756	0.7024407	0.4959288	0.0448095	0.6865920	0.7721011	0.4320923	0.4928471	0.5884180	0.6542265	0.2027908	0.7597153	0.5856088	0.6388859	0.7553538	0.1253697	0.6871782	0.6318055	0.4498238	0.3278421	0.3623384	0.4728599	0.2842079	0.6436200	0.1601743	0.6966594	0.1388453	0.2639666	0.4990424	0.5210876	0.4245371	0.4297918	0.4477125	0.7065496	0.4229759	0.7246501	0.5622794	0.2644361	0.5016281	0.0775624	0.5785054	0.1935444	0.6540591	0.7591366	0.4473991	0.4893211	0.7300604	0.7760589	0.6349112	0.7033107	0.6585632	0.6485811	0.5924205	0.3105969	0.4854540	0.5567445	0.1610750	0.0325063	0.0212343	0.0208190	0.7437083	0.4837238	0.0536654	0.7648996	0.4924223	0.4188452	0.3451595	0.2478463	0.1443718	0.0035721	0.5566810	0.4548229	0.4411804	0.5146165	0.0771317	0.4636734	0.6892090	0.7132406	0.5574638	0.6766581	0.1919021	0.5230829	0.3083348	0.0293020	0.2803538	0.5225570	0.1819128	0.7784191	0.5579358	0.3851851	0.6703348	0.4380822	0.4539024	0.6606868	0.4544538	0.1885342	0.0829373	0.0325119	0.0946284	0.0361663	0.4220447	0.1173526	0.4821628	0.0183980	0.4591230	0.0959706	0.1652168	0.0002619	0.0006569	0.0843139	0.3862703	0.2897437	0.0908732	0.4447674	0.3600650	0.0601936	0.5617717	0.4881082	0.0391408	0.3069869	0.3873602	0.6600306	0.1974077	0.6338018	0.0089811	0.1257061	0.0290322	0.5432340	0.6716907	0.5233256	0.4526618	0.4689971	0.6058796	0.6633814	0.5720560	0.6488047	0.6992174	0.6104768	0.6440055	0.7577764	0.6762687	0.6213486	0.0965606	0.4434646	0.4025863	0.6456308	0.6058322	0.4911602	0.6649176	0.6354673	0.6546523	0.3136437	0.5008674	0.5770097	0.5382183	0.1080665	0.5243614	0.4697356	0.6993114	0.5433267	0.5659236	0.5561868	0.2787952	0.7118673	0.1402716	0.1757934	0.1464462	0.2726251	0.0663200	0.0820964	0.5219697	0.4299177	0.6203982
0.6609275	0.6716163	0.7136955	0.6726910	0.2845087	0.4954496	0.5790005	0.6365334	0.6831960	0.5428808	0.3392237	0.0939368	0.7361873	0.0380304	0.6505294	0.5616363	0.1593836	0.6360042	0.2588915	0.1894296	0.5156019	0.6007534	0.7428311	0.4339637	0.4607248	0.4559387	0.5201251	0.6601225	0.6420642	0.4854799	0.0756060	0.6348861	0.5820566	0.5151473	0.3365221	0.4225669	0.5174631	0.3202952	0.6515905	0.6804467	0.6364129	0.6266829	0.2462982	0.7059287	0.4437998	0.4036336	0.8043992	0.0546363	0.3600902	0.4620644	0.6632375	0.2116409	0.7041021	0.0659366	0.6744320	0.2076453	0.3800314	0.5823014	0.6459672	0.3330155	0.5808310	0.6089583	0.6759314	0.6631501	0.3285797	0.5409790	0.0098891	0.3938005	0.4675772	0.3974249	0.6398917	0.2861278	0.1865640	0.6344628	0.7191455	0.8010578	0.5220039	0.6146580	0.7123492	0.6503065	0.0105023	0.4493145	0.0856464	0.0063213	0.0782155	0.3099716	0.0153739	0.7595013	0.5061689	0.0644238	0.6728733	0.6009255	0.5532379	0.7408638	0.1215351	0.5959679	0.0001690	0.6224505	0.1655245	0.3818542	0.6208054	0.0134385	0.4625360	0.5893684	0.6383599	0.4882078	0.7713187	0.3349363	0.4612648	0.0896405	0.2197036	0.3244000	0.5303933	0.1634603	0.5585865	0.7404674	0.4338103	0.5079530	0.3077474	0.3440937	0.4030672	0.3742829	0.1270091	0.0835371	0.0248851	0.0749898	0.0486221	0.4862261	0.0803642	0.6195581	0.0764918	0.5917375	0.0836396	0.1673319	0.0000156	0.1565863	0.0418853	0.0050848	0.1189775	0.0484726	0.3992386	0.5096060	0.0895207	0.3558195	0.5313148	0.0026214	0.3175797	0.0789481	0.7065104	0.1512177	0.3458702	0.0176722	0.0327350	0.0310481	0.7174142	0.7980266	0.4511270	0.6955189	0.5852970	0.5596540	0.5429742	0.5404588	0.7174863	0.6834039	0.6449762	0.6139393	0.7762918	0.8158815	0.6215558	0.1214907	0.1097719	0.6891912	0.4357801	0.2470895	0.3749508	0.6533213	0.7650779	0.7459880	0.2289145	0.3656202	0.5063479	0.5406616	0.2220377	0.6131159	0.4914622	0.4787981	0.8038540	0.7706244	0.6465803	0.4830851	0.5026831	0.3278643	0.3552138	0.2221734	0.4016982	0.0237960	0.1276741	0.4345774	0.3227081	0.5471613
0.6607007	0.7442123	0.5774059	0.7259246	0.1887615	0.5674638	0.7569370	0.5993861	0.6057637	0.5203601	0.2802126	0.0850661	0.6509159	0.0373425	0.7626146	0.5471290	0.2103471	0.5709032	0.4206813	0.2003300	0.4623129	0.6313718	0.7244222	0.1932311	0.3166541	0.4084772	0.4941792	0.7107266	0.6404092	0.3688608	0.0492908	0.6420519	0.5545032	0.4420091	0.4203052	0.2469718	0.6140323	0.3692940	0.7090271	0.6549667	0.6156743	0.6199983	0.2883903	0.6533252	0.4927042	0.5526317	0.5165311	0.1059662	0.2520513	0.3740042	0.6647579	0.1680616	0.6730302	0.1947522	0.5451698	0.2759066	0.4999006	0.8517820	0.6682175	0.5742127	0.6898507	0.3686406	0.7262831	0.6066387	0.4277420	0.2256560	0.6154503	0.2223569	0.0798478	0.4807457	0.7569710	0.6410257	0.3249019	0.6741149	0.6573200	0.8620425	0.6606506	0.7166378	0.6416378	0.7331124	0.0155841	0.4424247	0.1363316	0.0166250	0.0373529	0.1784616	0.0344939	0.6174269	0.6252145	0.0299684	0.6854189	0.2470081	0.3830807	0.4940435	0.1026160	0.2853690	0.0010994	0.4374841	0.3206094	0.6041027	0.4222311	0.0818363	0.4729159	0.4613200	0.5667799	0.4691796	0.6346451	0.4395543	0.5186779	0.0416323	0.0243022	0.4799908	0.5517914	0.2741645	0.4780981	0.5957998	0.4810277	0.5585926	0.2351057	0.0428170	0.5318243	0.2938926	0.1727614	0.1682465	0.0445217	0.1044421	0.1201891	0.4678061	0.0798918	0.4438971	0.0984954	0.3456493	0.0056665	0.1810902	0.0044077	0.0938557	0.1538389	0.1053672	0.4414845	0.1788377	0.1122189	0.3542273	0.4955073	0.5378793	0.4033026	0.0775601	0.2673295	0.1847105	0.7548594	0.0150795	0.5332867	0.0053179	0.0222753	0.0081231	0.4988529	0.6381283	0.4854884	0.4210129	0.5003232	0.5818252	0.4862420	0.6431347	0.7491418	0.8178147	0.4977052	0.6275731	0.8201482	0.7978134	0.5591907	0.2842989	0.2525548	0.6789956	0.7178889	0.3556285	0.3465572	0.6687921	0.6325715	0.7981165	0.3401554	0.2629222	0.4078558	0.4071199	0.3494101	0.5946248	0.7111706	0.6673890	0.6595051	0.7174627	0.4930454	0.3805771	0.5878038	0.2845810	0.2435311	0.2387278	0.2851037	0.0145232	0.0862012	0.4408684	0.3247407	0.7433701
0.6666946	0.7034937	0.6121870	0.6925943	0.2441986	0.5415139	0.7159995	0.4496234	0.7844609	0.5138445	0.2701232	0.0307075	0.6991438	0.0225201	0.8506908	0.5776135	0.1379248	0.7325340	0.3446903	0.2189232	0.5089332	0.6619323	0.5564920	0.2762853	0.3712765	0.5238987	0.4471812	0.6263569	0.6201153	0.4556860	0.0773338	0.7721415	0.6186736	0.4192860	0.6153141	0.4853944	0.4975486	0.3332476	0.6469391	0.5915711	0.5288151	0.5363839	0.2098190	0.7543005	0.5670100	0.5065220	0.4373523	0.0463882	0.4520558	0.2671979	0.8102498	0.4288792	0.6331804	0.2077797	0.4153080	0.4756574	0.5064361	0.5172351	0.7989765	0.4389357	0.5711819	0.6912953	0.7313338	0.9279726	0.4983020	0.5310893	0.0998553	0.6283266	0.0993059	0.6054997	0.8162924	0.4963268	0.2155985	0.5449916	0.6960118	0.5445448	0.5891302	0.7896058	0.6694749	0.5531712	0.0022964	0.3438680	0.4710872	0.0000096	0.0158268	0.2961235	0.0071002	0.6289137	0.3490177	0.1087025	0.6147316	0.1120047	0.5069933	0.7743508	0.1617695	0.7778833	0.2594418	0.5579026	0.0982679	0.6832199	0.5890156	0.0405717	0.4675740	0.2744816	0.5860936	0.3230069	0.6298624	0.3852120	0.3008052	0.0665050	0.2151243	0.1932689	0.6292261	0.0917397	0.4882261	0.5851265	0.6841892	0.1642964	0.1734870	0.0007694	0.4815741	0.0534211	0.2423382	0.0670216	0.0242924	0.0236301	0.0915733	0.2936966	0.0639552	0.5406197	0.0796196	0.5746323	0.0685544	0.2140990	0.0172615	0.0023457	0.0875407	0.7038809	0.3955726	0.1064368	0.4525425	0.6677939	0.1076856	0.6543046	0.5909763	0.0986427	0.2896659	0.1437857	0.6739739	0.1491533	0.5162670	0.0071273	0.0186687	0.0263325	0.3413008	0.7547251	0.4958335	0.4499439	0.3393747	0.5371878	0.5611751	0.6039422	0.6360920	0.6781639	0.4476574	0.7532616	0.6661289	0.6353587	0.7581088	0.1641666	0.2156416	0.6462275	0.5582674	0.1179260	0.3765526	0.6823829	0.6587065	0.6963300	0.5627803	0.3784699	0.4874517	0.6640149	0.2805375	0.5559340	0.6702912	0.5408865	0.5830455	0.4119420	0.5813836	0.3476401	0.6965654	0.1207885	0.2008737	0.2335298	0.2440205	0.0571332	0.0759443	0.5107291	0.4793802	0.5730751
0.6864508	0.6364931	0.6785227	0.6331927	0.3985650	0.5476529	0.7186810	0.7414483	0.7642198	0.5366553	0.4465791	0.0106701	0.6791887	0.0206066	0.7023059	0.6338740	0.1361294	0.6293495	0.1997161	0.2171505	0.6504566	0.7530746	0.6247243	0.5401265	0.4943823	0.4404679	0.5300687	0.7752300	0.6792826	0.4890978	0.0413305	0.7049136	0.6056940	0.6660208	0.5462926	0.5205080	0.6534621	0.2677565	0.6881892	0.6923733	0.7322217	0.7718929	0.2025636	0.8071060	0.6426871	0.4456101	0.7287993	0.1328386	0.2147460	0.4018179	0.6486711	0.2838409	0.6736108	0.1262240	0.5762712	0.4430277	0.3980436	0.7515351	0.7630933	0.4044969	0.4924465	0.6557636	0.8011194	0.7779894	0.2955054	0.5711168	0.0275499	0.2752460	0.2300504	0.7045115	0.6080678	0.4875381	0.4511988	0.7542696	0.7446570	0.6152949	0.6753252	0.6550742	0.6676830	0.7126225	0.0032523	0.2195222	0.1677907	0.0112838	0.0278083	0.0614189	0.0266052	0.5415590	0.5126370	0.0265693	0.6797269	0.5449799	0.2515054	0.6962785	0.3705305	0.6230467	0.0861709	0.3550592	0.5769061	0.1784503	0.4546432	0.3676788	0.3507423	0.5911162	0.7530200	0.2061129	0.8040869	0.3832145	0.5206373	0.1058234	0.3313918	0.3062976	0.5180596	0.1977874	0.7152646	0.5834159	0.6374702	0.2453972	0.1897415	0.1851365	0.5500378	0.1374340	0.3905263	0.0829717	0.0438086	0.0076077	0.0100683	0.4617749	0.1078973	0.4922694	0.0775927	0.4024030	0.0195936	0.0842790	0.0107259	0.1808876	0.0938862	0.1078368	0.3972465	0.1383669	0.2742494	0.6669276	0.1593148	0.3791967	0.6213765	0.0250755	0.2659270	0.0706577	0.5978921	0.0950509	0.6725248	0.0007425	0.0355749	0.0266181	0.4814728	0.8617991	0.7414097	0.5911108	0.6943569	0.6592482	0.6806770	0.6466857	0.7187671	0.7735443	0.6053887	0.6767718	0.6896947	0.7797003	0.6603471	0.0674558	0.3359861	0.7971754	0.4016337	0.2690300	0.4930034	0.6155183	0.7754579	0.7593782	0.2178472	0.4127564	0.5143785	0.5988393	0.0875660	0.5856115	0.5020337	0.6179941	0.6126412	0.4849514	0.5480875	0.2281808	0.7037125	0.0348400	0.3042811	0.2754630	0.2772047	0.0349712	0.0517782	0.5292138	0.4838143	0.5483289
0.7369441	0.8230310	0.6855002	0.5221332	0.3668483	0.5116551	0.6264396	0.6573465	0.8003838	0.6531071	0.4466494	0.0551323	0.7698191	0.0186663	0.7438291	0.6278876	0.1145551	0.7203253	0.3643642	0.2599558	0.5103802	0.6659394	0.7165791	0.4046751	0.5804261	0.5202823	0.4551965	0.7239544	0.6771961	0.5675430	0.0675347	0.8004894	0.5734254	0.4240818	0.4720105	0.4876659	0.5475125	0.3330062	0.8561517	0.6140812	0.7071405	0.7951199	0.1686236	0.7310443	0.6304152	0.4073967	0.2259435	0.0791252	0.3126969	0.3565345	0.6602490	0.1015101	0.6390530	0.3634631	0.4502962	0.2147666	0.6820093	0.8555857	0.7972122	0.3182317	0.7434121	0.6997368	0.7006412	0.7423626	0.3685309	0.4973027	0.0734746	0.0988313	0.2049587	0.7382086	0.6597606	0.3583597	0.0894033	0.4811775	0.6340021	0.7108301	0.5364975	0.5593549	0.6028303	0.7123684	0.0893146	0.2743697	0.5745544	0.2501418	0.0565859	0.2591050	0.0369126	0.4802577	0.4448361	0.0100398	0.7693275	0.5380758	0.6077197	0.8233228	0.1124175	0.4036768	0.0001028	0.5406449	0.5193023	0.3944305	0.8315152	0.2106748	0.3958551	0.3665640	0.7338466	0.6100557	0.5810139	0.2808583	0.5743270	0.0967474	0.1356863	0.1609147	0.5202505	0.0507765	0.5097838	0.5966392	0.5677763	0.4140307	0.4736316	0.2705713	0.4603443	0.3864002	0.4229568	0.2007572	0.1251707	0.0871608	0.0833353	0.5730173	0.1642321	0.2714941	0.0688515	0.2665333	0.0224882	0.2917512	0.0005949	0.1481503	0.1868942	0.1141609	0.3727826	0.1175905	0.6791912	0.4859487	0.0598744	0.4718260	0.6341890	0.0557538	0.2430358	0.0907526	0.7141608	0.2513039	0.6296668	0.0085804	0.0950544	0.0549039	0.5297061	0.6594542	0.6733850	0.4477815	0.4768127	0.4678743	0.5556975	0.7413398	0.6452218	0.7717997	0.8218066	0.6293694	0.7749939	0.7368423	0.6591757	0.1439470	0.3588919	0.7033707	0.1438206	0.1660661	0.2383689	0.5739922	0.7829350	0.6819270	0.4515682	0.5088435	0.5526739	0.4794749	0.1783009	0.5627849	0.5992781	0.4751638	0.6287768	0.4250177	0.7420046	0.5687348	0.4656697	0.3934792	0.3437689	0.3263580	0.3237914	0.0518936	0.1104221	0.4982060	0.3136349	0.5153551
0.6366523	0.6447079	0.5595033	0.6426634	0.4421294	0.6650583	0.5605651	0.7761303	0.6449728	0.6467034	0.5180466	0.0157285	0.7368833	0.0125891	0.7361652	0.6500172	0.1446651	0.8418566	0.1461907	0.1585084	0.5665493	0.6156616	0.6023820	0.4198498	0.4759224	0.5222562	0.5666800	0.6564782	0.5973388	0.4355273	0.0505451	0.6327324	0.7245002	0.5480380	0.5359525	0.6015473	0.6736967	0.3558166	0.7237877	0.5946451	0.7499398	0.4965791	0.1406239	0.5985089	0.6424797	0.3991150	0.5725377	0.1786027	0.2203444	0.4852143	0.5126361	0.2438784	0.6616054	0.1280253	0.5545994	0.5429041	0.3639499	0.6931075	0.8665162	0.5115053	0.8020682	0.4908698	0.7088992	0.8419059	0.3883289	0.4024763	0.1181435	0.4296196	0.3080408	0.4270500	0.5619719	0.3965308	0.4219361	0.6305402	0.6382764	0.6992617	0.7328438	0.6759633	0.7419712	0.6931590	0.0062882	0.3429552	0.4231353	0.1161578	0.0297962	0.1439937	0.0600015	0.5424655	0.6040134	0.0225397	0.4744773	0.3998719	0.6087050	0.5161075	0.2018703	0.5211663	0.0078279	0.6348530	0.2417335	0.4651932	0.7416554	0.2718605	0.3838131	0.1842832	0.6872661	0.5464842	0.6541732	0.2747348	0.5055475	0.0801555	0.3614454	0.2378090	0.4581092	0.1201149	0.7185528	0.5460117	0.5654785	0.2524691	0.7577147	0.2699379	0.6879014	0.3526569	0.3956962	0.1195210	0.0199312	0.0847860	0.0292545	0.5294076	0.1666944	0.3924485	0.1108176	0.3635364	0.0124365	0.1707015	0.0248545	0.0074163	0.1342497	0.1001924	0.3876275	0.1034608	0.5691270	0.2559806	0.0626835	0.7395880	0.4830058	0.0599949	0.3115211	0.0059285	0.6209876	0.1094069	0.6067115	0.0490271	0.1399067	0.0136629	0.5260756	0.8019906	0.4565277	0.6051666	0.5562589	0.3926430	0.5440940	0.5451709	0.7577386	0.5667844	0.7744196	0.6914743	0.6484365	0.6518440	0.7515610	0.1655743	0.1109073	0.7070402	0.5325723	0.3527288	0.5646729	0.6597269	0.5526013	0.7538460	0.1995970	0.7145176	0.6151256	0.4245986	0.1198291	0.6770264	0.6441471	0.5786008	0.6402317	0.7560852	0.6665402	0.3425895	0.6074465	0.1234765	0.1868503	0.1951772	0.2894544	0.0672710	0.0690429	0.6087600	0.3639019	0.6513389
0.5551828	0.7923314	0.4994132	0.5923979	0.1563707	0.3403042	0.7611579	0.4774640	0.8236869	0.5827243	0.5431994	0.0286936	0.6184900	0.0692119	0.6951360	0.6493970	0.1898904	0.7188213	0.4128780	0.2094151	0.4443010	0.7707241	0.7038777	0.3071367	0.3033128	0.4966092	0.4967764	0.7478907	0.5431240	0.2015090	0.0778027	0.6217017	0.6189492	0.3840962	0.4314674	0.3172384	0.4148545	0.3850998	0.7464100	0.5982154	0.6143112	0.4808028	0.2870991	0.7478765	0.4127842	0.2456261	0.6212487	0.0838146	0.1901085	0.1899202	0.5713649	0.0642967	0.7971808	0.2594507	0.3773986	0.1902715	0.5062168	0.6007004	0.6454081	0.1797109	0.7281507	0.1985845	0.7225375	0.5720003	0.6249577	0.3012770	0.2118295	0.1239355	0.0558333	0.5761803	0.6469766	0.4775900	0.4097569	0.7893684	0.7007420	0.7819962	0.6227444	0.6962093	0.6145100	0.4128764	0.2765122	0.3851858	0.2269478	0.0487150	0.0288690	0.0424882	0.0171088	0.6781760	0.3557541	0.0377356	0.7334494	0.5552353	0.3122256	0.6410258	0.0782003	0.4135766	0.0339929	0.6098658	0.2669434	0.3981614	0.7156854	0.3380274	0.4614062	0.5937406	0.6651725	0.6722407	0.6931376	0.3225622	0.4308014	0.1780946	0.2479345	0.2160566	0.7735085	0.2057119	0.4384152	0.6021453	0.5795885	0.6187414	0.6522455	0.1568572	0.5916931	0.0773400	0.4474655	0.0556007	0.0463724	0.0514489	0.1404626	0.5372690	0.0934061	0.5519994	0.0325883	0.5992428	0.0129827	0.1426460	0.0000949	0.1833164	0.0744807	0.4582208	0.1850364	0.0954529	0.2838896	0.5423263	0.1345461	0.7618166	0.6221938	0.0324939	0.3102310	0.1132999	0.6688274	0.1408730	0.5412432	0.0004048	0.0902695	0.0084609	0.5556547	0.6702252	0.4885553	0.4714705	0.5520098	0.4025757	0.6276635	0.5446474	0.7031419	0.6627742	0.4775691	0.6678619	0.6509707	0.7864449	0.7149044	0.0619696	0.1284579	0.6994073	0.5281537	0.2936076	0.1476633	0.6834753	0.5486219	0.4923901	0.3756678	0.2363429	0.5591128	0.3727728	0.3719168	0.5562821	0.7828082	0.4836361	0.9230745	0.7014689	0.4497202	0.4601539	0.6861977	0.0683893	0.1960722	0.2391889	0.1067785	0.0035182	0.0834850	0.5418898	0.3846070	0.4653515
